iter	Passed	Remaining
133	3923	25359
134	3950	25315
135	3977	25266
136	4008	25248
137	4035	25204
138	4061	25159
139	4087	25110
140	4114	25063
141	4141	25021
142	4168	24979
143	4196	24943
144	4225	24918
145	4252	24875
146	4280	24837
147	4306	24793
148	4333	24748
149	4359	24706
150	4386	24662
151	4413	24621
152	4451	24645
153	4477	24598
154	4504	24556
155	4531	24517
156	4558	24476
157	4583	24428
158	4610	24388
159	4638	24350
160	4666	24317
161	4693	24277
162	4719	24231
163	4745	24191
164	4771	24147
165	4798	24106
166	4825	24067
167	4851	24027
168	4880	23999
169	4907	23959
170	4934	23923
171	4961	23884
172	4988	23844
173	5014	23804
174	5041	23764
175	5067	23723
176	5095	23692
177	5122	23654
178	5148	23615
179	5175	23575
180	5201	23537
181	5229	23502
182	5255	23464
183	5281	23421
184	5308	23387
185	5336	23352
186	5362	23315
187	5388	23275
188	5415	23237
189	5441	23199
190	5468	23162
191	5495	23125
192	5532	23132
193	5559	23095
194	5585	23058
195	5611	23020
196	5638	22984
197	5665	22949
198	5692	22913
199	5719	22877
200	5747	22845
201	5773	22809
202	5800	22774
203	5827	22737
204	5853	22700
205	5878	22659
206	5905	22622
207	5931	22586
208	5959	22555
209	5985	22516
210	6011	22477
211	6037	22442
212	6064	22406
213	6090	22371
214	6117	22337
215	6145	22306
216	6174	22279
217	6200	22243
218	6227	22208
219	6254	22173
220	6280	22138
221	6307	22104
222	6333	22068
223	6359	22030
224	6387	22000
225	6413	21965
226	6440	21930
227	6465	21893
228	6492	21858
229	6519	21825
230	6546	21791
231	6572	21758
232	6610	21760
233	6637	21728
234	6664	21694
235	6690	21657
236	6716	21624
237	6744	21592
238	6769	21555
239	6796	21522
240	6824	21492
241	6851	21459
242	6877	21424
243	6904	21391
244	6930	21356
245	6957	21324
246	6984	21292
247	7010	21258
248	7038	21229
249	7065	21195
250	7091	21162
251	7118	21128
252	7145	21096
253	7171	21062
254	7197	21029
255	7224	20995
256	7253	20969
257	7279	20935
258	7305	20900
259	7331	20867
260	7357	20833
261	7384	20801
262	7411	20768
263	7438	20736
264	7466	20709
265	7492	20675
266	7520	20645
267	7546	20612
268	7573	20579
269	7598	20544
270	7624	20511
271	7651	20480
272	7689	20478
273	7716	20447
274	7744	20417
275	7770	20384
276	7797	20352
277	7824	20321
278	7851	20290
279	7878	20259
280	7905	20227
281	7932	20197
282	7959	20165
283	7985	20132
284	8012	20100
285	8039	20070
286	8064	20035
287	8091	20003
288	8118	19972
289	8143	19938
290	8170	19906
291	8197	19875
292	8223	19844
293	8250	19813
294	8278	19783
295	8304	19751
296	8332	19724
297	8359	19693
298	8386	19660
299	8413	19630
300	8439	19599
301	8490	19623
302	8516	19589
303	8543	19561
304	8570	19528
305	8596	19496
306	8622	19463
307	8649	19432
308	8677	19405
309	8703	19373
310	8730	19341
311	8768	19335
312	8794	19303
313	8820	19271
314	8846	19236
315	8873	19206
316	8899	19175
317	8926	19143
318	8952	19111
319	8980	19084
320	9007	19053
321	9034	19022
322	9061	18992
323	9086	18958
324	9112	18926
325	9138	18893
326	9164	18862
327	9192	18833
328	9218	18801
329	9245	18770
330	9271	18740
331	9297	18706
332	9323	18674
333	9349	18643
334	9376	18613
335	9404	18584
336	9431	18554
337	9457	18523
338	9484	18493
339	9511	18462
340	9537	18431
341	9563	18399
342	9590	18369
343	9618	18341
344	9644	18311
345	9671	18281
346	9698	18250
347	9727	18224
348	9753	18193
349	9780	18163
350	9810	18139
351	9849	18131
352	9876	18102
353	9903	18072
354	9930	18042
355	9956	18011
356	9983	17980
357	10009	17950
358	10036	17920
359	10063	17890
360	10090	17861
361	10117	17831
362	10143	17800
363	10170	17770
364	10197	17740
365	10224	17711
366	10251	17681
367	10280	17654
368	10306	17623
369	10332	17593
370	10359	17563
371	10385	17533
372	10412	17502
373	10440	17474
374	10466	17444
375	10496	17419
376	10522	17388
377	10548	17358
378	10574	17327
379	10601	17296
380	10627	17266
381	10654	17236
382	10680	17206
383	10709	17179
384	10735	17149
385	10763	17120
386	10789	17090
387	10816	17060
388	10842	17030
389	10869	17000
390	10895	16970
391	10934	16959
392	10960	16929
393	10987	16899
394	11014	16869
395	11041	16841
396	11068	16811
397	11094	16781
398	11121	16751
399	11148	16723
400	11175	16692
401	11201	16663
402	11227	16632
403	11253	16601
404	11279	16571
405	11307	16542
406	11343	16527
407	11371	16499
408	11398	16470
409	11425	16441
410	11451	16411
411	11478	16381
412	11505	16352
413	11531	16322
414	11558	16293
415	11586	16265
416	11612	16235
417	11639	16206
418	11666	16176
419	11693	16147
420	11720	16118
421	11746	16089
422	11772	16058
423	11801	16031
424	11827	16002
425	11854	15972
426	11880	15942
427	11907	15914
428	11934	15884
429	11960	15854
430	11986	15824
431	12025	15810
432	12051	15781
433	12078	15751
434	12104	15722
435	12130	15692
436	12157	15662
437	12182	15632
438	12209	15602
439	12236	15574
440	12263	15545
441	12290	15516
442	12317	15487
443	12344	15458
444	12370	15428
445	12397	15399
446	12425	15372
447	12453	15344
448	12480	15315
449	12507	15286
450	12533	15257
451	12560	15228
452	12586	15198
453	12613	15169
454	12639	15139
455	12667	15112
456	12694	15083
457	12722	15055
458	12748	15025
459	12774	14995
460	12800	14966
461	12827	14937
462	12854	14908
463	12882	14881
464	12908	14852
465	12935	14823
466	12962	14794
467	12989	14765
468	13015	14736
469	13041	14706
470	13067	14676
471	13105	14660
472	13131	14631
473	13158	14601
474	13185	14572
475	13211	14543
476	13237	14514
477	13264	14485
478	13290	14456
479	13318	14428
480	13345	14399
481	13370	14369
482	13397	14340
483	13424	14312
484	13450	14282
485	13477	14253
486	13503	14224
487	13532	14197
488	13558	14168
489	13584	14139
490	13611	14110
491	13638	14082
492	13665	14053
493	13691	14024
494	13718	13995
495	13746	13968
496	13773	13939
497	13800	13910
498	13826	13882
499	13852	13852
500	13879	13823
501	13905	13794
502	13935	13769
503	13963	13741
504	13989	13712
505	14025	13693
506	14059	13671
507	14086	13642
508	14112	13613
509	14139	13585
510	14169	13559
511	14202	13536
512	14229	13507
513	14255	13479
514	14282	13450
515	14311	13423
516	14339	13396
517	14369	13371
518	14398	13344
519	14428	13318
520	14457	13291
521	14485	13264
522	14513	13237
523	14542	13210
524	14570	13183
525	14599	13155
526	14625	13127
527	14659	13104
528	14686	13076
529	14714	13049
530	14744	13022
531	14771	12994
532	14798	12966
533	14825	12937
534	14852	12908
535	14878	12880
536	14905	12851
537	14932	12823
538	14961	12795
539	14989	12768
540	15015	12739
541	15045	12713
542	15072	12685
543	15098	12656
544	15125	12627
545	15152	12599
546	15185	12575
547	15222	12555
548	15249	12527
549	15276	12498
550	15304	12471
551	15332	12443
552	15360	12415
553	15385	12386
554	15412	12358
555	15442	12331
556	15469	12303
557	15496	12274
558	15523	12246
559	15551	12218
560	15577	12189
561	15604	12161
562	15632	12134
563	15659	12105
564	15685	12076
565	15713	12048
566	15740	12020
567	15768	11992
568	15794	11964
569	15821	11935
570	15849	11908
571	15876	11879
572	15903	11851
573	15929	11822
574	15956	11794
575	15983	11765
576	16009	11736
577	16036	11708
578	16068	11683
579	16096	11655
580	16124	11628
581	16153	11601
582	16182	11574
583	16211	11547
584	16237	11519
585	16268	11493
586	16301	11469
587	16327	11440
588	16353	11411
589	16379	11382
590	16405	11353
591	16432	11325
592	16459	11297
593	16487	11269
594	16514	11240
595	16540	11211
596	16567	11183
597	16594	11155
598	16620	11126
599	16647	11098
600	16674	11070
601	16703	11042
602	16729	11014
603	16755	10985
604	16782	10957
605	16809	10928
606	16836	10900
607	16862	10871
608	16889	10843
609	16917	10815
610	16943	10787
611	16970	10759
612	16997	10730
613	17023	10702
614	17049	10673
615	17077	10645
616	17103	10616
617	17132	10590
618	17159	10561
619	17186	10533
620	17212	10504
621	17239	10476
622	17266	10448
623	17292	10420
624	17320	10392
625	17359	10371
626	17389	10344
627	17415	10316
628	17442	10288
629	17470	10260
630	17496	10231
631	17523	10203
632	17550	10175
633	17577	10147
634	17603	10118
635	17630	10090
636	17657	10062
637	17685	10034
638	17712	10006
639	17738	9978
640	17766	9950
641	17793	9921
642	17819	9893
643	17846	9865
644	17873	9837
645	17899	9808
646	17925	9780
647	17952	9751
648	17982	9725
649	18008	9696
650	18035	9668
651	18061	9640
652	18088	9611
653	18114	9583
654	18141	9555
655	18167	9527
656	18195	9499
657	18223	9471
658	18249	9443
659	18276	9414
660	18302	9386
661	18328	9358
662	18355	9329
663	18382	9301
664	18419	9279
665	18445	9250
666	18472	9222
667	18498	9193
668	18525	9165
669	18552	9137
670	18578	9109
671	18604	9080
672	18633	9053
673	18659	9025
674	18686	8997
675	18713	8969
676	18740	8941
677	18767	8913
678	18793	8884
679	18820	8856
680	18848	8829
681	18875	8801
682	18902	8773
683	18930	8745
684	18957	8717
685	18983	8689
686	19010	8661
687	19037	8633
688	19065	8605
689	19091	8577
690	19117	8549
691	19144	8520
692	19170	8492
693	19197	8464
694	19224	8436
695	19250	8408
696	19278	8380
697	19305	8352
698	19332	8324
699	19358	8296
700	19385	8268
701	19412	8240
702	19437	8211
703	19464	8183
704	19525	8170
705	19552	8142
706	19578	8114
707	19605	8085
708	19632	8057
709	19658	8029
710	19685	8001
711	19714	7974
712	19740	7945
713	19768	7918
714	19794	7890
715	19821	7862
716	19847	7833
717	19874	7805
718	19902	7778
719	19930	7750
720	19956	7722
721	19983	7694
722	20010	7666
723	20036	7638
724	20062	7610
725	20089	7581
726	20116	7553
727	20145	7526
728	20172	7498
729	20199	7470
730	20226	7442
731	20252	7415
732	20279	7386
733	20305	7358
734	20333	7331
735	20362	7303
736	20388	7275
737	20415	7247
738	20442	7219
739	20468	7191
740	20495	7163
741	20523	7136
742	20550	7108
743	20589	7084
744	20615	7056
745	20642	7028
746	20669	7000
747	20696	6972
748	20722	6944
749	20749	6916
750	20776	6888
751	20804	6860
752	20831	6833
753	20858	6805
754	20883	6776
755	20910	6749
756	20936	6720
757	20963	6692
758	20990	6664
759	21019	6637
760	21045	6609
761	21072	6581
762	21099	6553
763	21125	6525
764	21152	6497
765	21178	6469
766	21205	6441
767	21233	6414
768	21260	6386
769	21286	6358
770	21314	6330
771	21340	6302
772	21366	6274
773	21394	6246
774	21420	6218
775	21448	6191
776	21475	6163
777	21502	6135
778	21528	6107
779	21555	6079
780	21581	6051
781	21608	6023
782	21635	5996
783	21674	5971
784	21701	5943
785	21727	5915
786	21754	5887
787	21780	5859
788	21806	5831
789	21834	5804
790	21861	5776
791	21888	5748
792	21915	5720
793	21941	5692
794	21968	5664
795	21995	5636
796	22022	5609
797	22049	5581
798	22075	5553
799	22104	5526
800	22131	5498
801	22158	5470
802	22184	5442
803	22211	5414
804	22238	5387
805	22265	5359
806	22292	5331
807	22320	5303
808	22348	5276
809	22374	5248
810	22401	5220
811	22428	5192
812	22454	5164
813	22481	5137
814	22507	5109
815	22536	5081
816	22563	5053
817	22590	5026
818	22617	4998
819	22643	4970
820	22670	4942
821	22697	4914
822	22723	4886
823	22761	4861
824	22788	4833
825	22816	4806
826	22868	4783
827	22894	4755
828	22921	4728
829	22948	4700
830	22976	4672
831	23002	4644
832	23029	4617
833	23055	4589
834	23082	4561
835	23107	4533
836	23134	4505
837	23161	4477
838	23189	4449
839	23215	4422
840	23242	4394
841	23269	4366
842	23296	4338
843	23323	4310
844	23350	4283
845	23376	4255
846	23405	4227
847	23432	4200
848	23458	4172
849	23485	4144
850	23512	4116
851	23539	4088
852	23565	4061
853	23591	4033
854	23619	4005
855	23646	3977
856	23674	3950
857	23701	3922
858	23728	3894
859	23755	3867
860	23782	3839
861	23809	3811
862	23848	3785
863	23875	3758
864	23902	3730
865	23929	3702
866	23955	3674
867	23982	3647
868	24008	3619
869	24035	3591
870	24063	3563
871	24089	3536
872	24116	3508
873	24142	3480
874	24169	3452
875	24195	3424
876	24222	3397
877	24249	3369
878	24284	3342
879	24312	3315
880	24338	3287
881	24365	3259
882	24391	3232
883	24418	3204
884	24445	3176
885	24471	3148
886	24498	3121
887	24525	3093
888	24552	3065
889	24578	3037
890	24605	3010
891	24631	2982
892	24658	2954
893	24684	2926
894	24713	2899
895	24739	2871
896	24766	2843
897	24792	2816
898	24820	2788
899	24847	2760
900	24878	2733
901	24905	2705
902	24943	2679
903	24970	2651
904	24996	2623
905	25022	2596
906	25049	2568
907	25075	2540
908	25102	2512
909	25129	2485
910	25156	2457
911	25183	2429
912	25210	2402
913	25236	2374
914	25263	2346
915	25290	2319
916	25316	2291
917	25343	2263
918	25372	2236
919	25399	2208
920	25425	2180
921	25452	2153
922	25478	2125
923	25504	2097
924	25532	2070
925	25558	2042
926	25586	2014
927	25613	1987
928	25640	1959
929	25679	1932
930	25706	1905
931	25733	1877
932	25760	1849
933	25789	1822
934	25824	1795
935	25852	1767
936	25878	1739
937	25905	1712
938	25933	1684
939	25960	1657
940	25987	1629
941	26014	1601
942	26042	1574
943	26069	1546
944	26095	1518
945	26122	1491
946	26148	1463
947	26175	1435
948	26202	1408
949	26230	1380
950	26257	1352
951	26283	1325
952	26310	1297
953	26336	1269
954	26363	1242
955	26390	1214
956	26418	1187
957	26445	1159
958	26477	1132
959	26504	1104
960	26530	1076
961	26557	1049
962	26583	1021
963	26610	993
964	26648	966
965	26675	938
966	26701	911
967	26728	883
968	26754	855
969	26782	828
970	26808	800
971	26835	773
972	26863	745
973	26890	717
974	26916	690
975	26943	662
976	26969	634
977	26995	607
978	27022	579
979	27048	552
980	27077	524
981	27103	496
982	27130	469
983	27157	441
984	27185	413
985	27211	386
986	27238	358
987	27266	331
988	27294	303
989	27321	275
990	27347	248
991	27375	220
992	27401	193
993	27428	165
994	27455	137
995	27482	110
996	27521	82
997	27548	55
998	27574	27
999	27600	0
